project,issue_number,issue_type,text,classification,indicator
camel,1138,description,"Using a memory profiler, we've identified what appears to be a substantial memory leak in FileConsumer in Camel 1.5.0. It appears that the noopMap is constantly having items added to it, but nothing performs a remove on it when the file is consumed. This causes a very large amount of string data to be accumulated in the heap. In our application, this was a leak of several hundred megabytes and is a showstopper. Considering the apparent severity of this issue, it would really be nice if a fix could be incorporated into a 1.5.1 version.",code_debt,low_quality_code
camel,1138,summary,Memory leak in FileConsumer,code_debt,low_quality_code
camel,11403,comment_2,Looks like I was mixed up in my dev branch where I was using the cxf-http-underdow instead of cxf-http-jetty... no issue :),non_debt,-
camel,11403,description,Due to an upgrade of htmlunit and jetty versions we now get the following errors when installing the camel-linkedin feature: AND Other features install fine because they directly depend on the jetty feature.,non_debt,-
camel,11403,summary,Karaf feature camel-linkedin fails,non_debt,-
camel,11408,comment_0,"The component docs are in adoc files with the source code - the wiki is dead so don't update there. Make sure to fix/update in adoc, and if you want you can do wiki too. But wiki only changes will be lost in the future when wiki is discarded completely",documentation_debt,outdated_documentation
camel,11408,description,"On page the section ""Sample when using OSGi"" is missing the code snippets. Can these examples be put back in and, if possible, be verified? Thanks much!",documentation_debt,low_quality_documentation
camel,11408,summary,Camel Servlet Web Page,non_debt,-
camel,11417,description,It seem to be a small issue in tab completion of Karaf command The allowed argument for this command is context but currently it auto completes the routes.,non_debt,-
camel,11417,summary,route-reset-stats completion issue,non_debt,-
camel,1143,comment_0,applied the patch into trunk and camel-1.x branch.,non_debt,-
camel,1143,comment_1,Closing 2.0m1 tickets,non_debt,-
camel,1143,description,It's GA now so Williem could you upgrade our integration to use the GA version,non_debt,-
camel,1143,summary,Upgrade to Spring Integration 1.0 GA,non_debt,-
camel,11504,comment_0,Would be good to add it to the website build as a script in the and also so it can be run from the build to,non_debt,-
camel,11504,comment_1,Not sure what is the state of the art tool for checking links these days...,non_debt,-
camel,11504,comment_2,We could use: Thoughts ?,non_debt,-
camel,11504,comment_3,That could be a good start and an easy way to fix broken links we have currently. I was hoping that we might have a build-time tool/integration with a tool to check for links. I think that would be useful for PR jobs (when those get fixed).,test_debt,lack_of_tests
camel,11504,comment_4,I see that there is a maven plugin to check link and generate a report : I can try to use it to see if it make sense.,non_debt,-
camel,11504,comment_5,"please do, I think it'll require a Maven project, and we don't have one in {{camel-website}}, also I'm not sure how tied that plugin is to Maven site generation. I don't wan't to discourage you, anything that gives us a failure and a list of pages and links that are broken will work.",non_debt,-
camel,11504,comment_6,"Oh yes you're right, using a maven plugin is not a good idea, I will search another solution.",non_debt,-
camel,11504,comment_7,We can now run the link checker via {{yarn run check}}.,non_debt,-
camel,11504,description,"We should be accessible and there should be no broken pages in the website, to do that we should incorporate",documentation_debt,low_quality_documentation
camel,11504,summary,Add link checker,non_debt,-
camel,11524,comment_0,"No there is not, your workaround is to not use $ in the file name, which also is a bad habit to do so. The source code needs to be patched where you need to quote the file name in the GenericFileEndpoint method via You are welcome to work on a github PR to fix this",code_debt,low_quality_code
camel,11524,comment_1,"Hi Claus Thanks for the response. The source of the '$' is Ola Hallengren's SQL maintenance script and that in turn is escaping a '\' in a database engine name. It seems like a better idea to fix the Camel code and make it more robust. I will look into providing a patch for this. Regards, Saycat",code_debt,low_quality_code
camel,11524,description,"I have running a blueprint file with a camel context that has the following: This causes Camel to throw the following exception when I receive files with names of the following form: Most likely the '$' in the name is the problem. Is there any way to escape it? Thanks, Saycat",non_debt,-
camel,11524,summary,Camel File Consumer fails when doneFileName contains '$',non_debt,-
camel,11534,description,transferExchange set to 'true' or 'false' doesn't affect to the JUnit test,non_debt,-
camel,11534,summary,Incorrect transferExchange option test in camel-jms component,non_debt,-
camel,115,comment_0,Need access to metadata about charset to use for encoding etc. So while working on a clever way of getting hold on the Exchange you could also think about how to get hold of other kind of metadata for the future.,non_debt,-
camel,115,comment_1,"This is important, scoping it for 1.4 release",non_debt,-
camel,115,comment_2,"It'd be nice to be able to pass in context parameters, like Exchange or Message as another parameter to the converter. e.g. public InputStream toStream(File file, Exchange context) {....}",non_debt,-
camel,115,comment_3,Hadrian see also the chat log for yesterday. James and I had a little chat about this one. But it would really be great for Camel 1.5 to get this one. We need this especially for byte converters that need encoding configuration.,non_debt,-
