project,text,classification
apache-ant-1.7.0,// Set up a VSSHistory task,non_debt
apache-ant-1.7.0,// -ptime,non_debt
apache-ant-1.7.0,// ignore,non_debt
apache-ant-1.7.0,// Throws EjbcException if unsuccessful,non_debt
apache-ant-1.7.0,// tests one the file object,non_debt
apache-ant-1.7.0,// Make a limited attempt to extract a sanitized name and email address // Algorithm based on the one found in Ant's MailMessage.java,non_debt
apache-ant-1.7.0,"// If the file being added is META-INF/application.xml, we // warn if it's not the one specified in the ""appxml"" // attribute - or if it's being added twice, meaning the same // file is specified by the ""appxml"" attribute and in a // <fileset> element.",non_debt
apache-ant-1.7.0,"// if at eolcount == 0 and trailing characters of string // are CTRL-Zs, set eofStr",non_debt
apache-ant-1.7.0,// We have extra elements,non_debt
apache-ant-1.7.0,// -keep,non_debt
apache-ant-1.7.0,// tests one the file object,non_debt
apache-ant-1.7.0,// keep searching for the first ^Z,non_debt
apache-ant-1.7.0,// viewpath,non_debt
apache-ant-1.7.0,// -identical,non_debt
apache-ant-1.7.0,"// conversion to URL via FileUtils like in XMLResultAggregator, not as suggested in the bug report",non_debt
apache-ant-1.7.0,// Trailing characters are ^Zs // Construct new line and eofStr,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// Check for required attributes,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// DO NOTHING,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// permissible values for compression attribute,non_debt
apache-ant-1.7.0,// Fall tru,non_debt
apache-ant-1.7.0,// build the command line from what we got. the format is // cleartool mkattr [options...] [viewpath ...] // as specified in the CLEARTOOL help,non_debt
apache-ant-1.7.0,// ================  testcases for the cache implementations  ================,non_debt
apache-ant-1.7.0,//default,non_debt
apache-ant-1.7.0,// does the selection,non_debt
apache-ant-1.7.0,// -replace,non_debt
apache-ant-1.7.0,// should be full moon,non_debt
apache-ant-1.7.0,// ADD or ADD_CONFIGURED,non_debt
apache-ant-1.7.0,// 60s // a further 30s,non_debt
apache-ant-1.7.0,// For directories:,non_debt
apache-ant-1.7.0,// 60s // a further 30s,non_debt
apache-ant-1.7.0,// -recurse,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,"// Renamed version of original file, if it exists",non_debt
apache-ant-1.7.0,// order of headers cannot be guaranteed,non_debt
apache-ant-1.7.0,// type,non_debt
apache-ant-1.7.0,// ignore,non_debt
apache-ant-1.7.0,// now stop the watchdog.,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// the method called to set the attribute,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// Add the files found in groupfileset to fileset,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// can also handle empty archives,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// maintain a sorted list of targets,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// quick exit if the target is up to date,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// viewpath,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// Choosing character set of the mail message // First: looking it from MimeType,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// Next: looking if charset having explicit definition,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// Scanner to find our inputs // list of files to process,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,"// if src and dest dirs are the same, require the extension // to be set, so we don't stomp every file.  One could still // include a file with the same extension, but ....",non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// viewpath,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// viewpath,non_debt
apache-ant-1.7.0,// Ignore,non_debt
apache-ant-1.7.0,// ClearCase items,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// ClearCase items,non_debt
apache-ant-1.7.0,// Ignore,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc // CheckStyle:MemberNameCheck OFF - bc,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,//couldnt use the xerces or jaxp calls,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// -nwarn,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// -c,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// -c,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,"//enable schema //setFeature(XmlConstants.FEATURE_VALIDATION, false);",non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// -cfile,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// first CR in this line,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,//if this is our context we assume there must be something here:,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,"// wait for the thread to die, should be the end of the process",non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,"// we are recreating the archive, need all resources",non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// -ptime,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// -keep,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// Windows quoting of the value,non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier ON,non_debt
apache-ant-1.7.0,// Mac-style linebreak or EOF (or both),non_debt
apache-ant-1.7.0,// CheckStyle:VisibilityModifier ON,non_debt
apache-ant-1.7.0,// build the command line from what we got. the format is // cleartool mkelem [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help,non_debt
apache-ant-1.7.0,// Fall tru,non_debt
apache-ant-1.7.0,// variables to hold arguments,non_debt
apache-ant-1.7.0,// impossible as getMethods should only return public methods,non_debt
apache-ant-1.7.0,// copy the source and support files,non_debt
apache-ant-1.7.0,// boolean and Boolean get special treatment because we // have a nice method in Project,non_debt
apache-ant-1.7.0,"// create an array of strings for input to the compiler: one array // comes from the compile options, the other from the compileList",non_debt
apache-ant-1.7.0,// impossible as getMethods should only return public methods,non_debt
apache-ant-1.7.0,"/*
         * Should choose either -ci or -nco.
         */",non_debt
apache-ant-1.7.0,// impossible as getMethods should only return public methods,non_debt
apache-ant-1.7.0,// -nco,non_debt
apache-ant-1.7.0,"// 'sync' is needed - otherwise 2 threads can load the same class // twice, resulting in LinkageError: duplicated class definition. // findLoadedClass avoids that, but without sync it won't work.",non_debt
apache-ant-1.7.0,// -nco,non_debt
apache-ant-1.7.0,// make sure we aren't going to get the path separator next,non_debt
apache-ant-1.7.0,// error level logging for compiler errors,non_debt
apache-ant-1.7.0,// Execute the top-level target,non_debt
apache-ant-1.7.0,// need to reset java.class.path property // since the NetRexx compiler has no option for the classpath,non_debt
apache-ant-1.7.0,// The current character is always emitted.,non_debt
apache-ant-1.7.0,// Check the command line options,non_debt
apache-ant-1.7.0,"// if at EOF with no characters in the buffer, return EOF",non_debt
apache-ant-1.7.0,// ant task properties // defaults // CheckStyle:VisibilityModifier OFF - bc,non_debt
apache-ant-1.7.0,// set in/excludes to reasonable defaults if needed:,non_debt
apache-ant-1.7.0,// delete a bogus ZIP file (but only if it's not the original one),non_debt
apache-ant-1.7.0,"// if parent is null, then we are at the root of the fs, // complain that we can't find the build file.",non_debt
apache-ant-1.7.0,// -ci,non_debt
apache-ant-1.7.0,/*<URL>*/,non_debt
apache-ant-1.7.0,// object selector,non_debt
apache-ant-1.7.0,// ignore path elements which are invalid // relative to the project,non_debt
apache-ant-1.7.0,// In this case using java.util.zip will not work // because it does not permit a zero-entry archive. // Must create it manually.,non_debt
apache-ant-1.7.0,// record data about the last scanned resource,non_debt
apache-ant-1.7.0,// build the command line from what we got the format is // cleartool uncheckout [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help,non_debt
apache-ant-1.7.0,// Not significant for the class loader.,non_debt
apache-ant-1.7.0,// Cf. PKZIP specification.,non_debt
apache-ant-1.7.0,//ignore,non_debt
apache-ant-1.7.0,// -master,non_debt
apache-ant-1.7.0,// Initialize the globalFileSet's project,non_debt
apache-ant-1.7.0,// -rm,non_debt
apache-ant-1.7.0,// Not significant for the class loader.,non_debt
apache-ant-1.7.0,"/*
     * I'm not fond of this pattern: ""sub-method expected to throw
     * task-cancelling exceptions"".  It feels too much like programming
     * for side-effects to me...
     */",non_debt
apache-ant-1.7.0,"// don't have to check for public, since // getMethod finds public method only. // don't have to check for abstract, since then // taskClass would be abstract too.",non_debt
apache-ant-1.7.0,// overriding target from imported buildfile is allowed,non_debt
apache-ant-1.7.0,// Not significant for the class loader.,non_debt
apache-ant-1.7.0,// end of try-catch,non_debt
apache-ant-1.7.0,// Not significant for the class loader.,non_debt
apache-ant-1.7.0,// P // K,non_debt
apache-ant-1.7.0,// sorted by newest Kaffe version first,non_debt
apache-ant-1.7.0,// remainder zeros,non_debt
