project,issue_key,section,type,indicator,text
Camel,CAMEL-1123,comment_0,non_debt,-,Closing 2.0m1 tickets
Camel,CAMEL-1123,description,non_debt,-,This could be bad if 3-SNAPSHOT ever gets removed (the build will break). ServiceMix has a version of commons-csv without this SNAPSHOT dependency. I'm going to try switching to that one.
Camel,CAMEL-1123,summary,non_debt,-,commons-csv contains SNAPHSOT dependency
Camel,CAMEL-11282,description,design_debt,non-optimal_design,We should extend the plain DefaultComponent (the is deprecated) ensure there is a plain default no-arg constructor so it makes using and configuring components easier. See eg SO If it was just a plain no-arg constructor then the bean style would have worked.
Camel,CAMEL-11282,summary,non_debt,-,Camel components should extend DefaultComponent
Camel,CAMEL-11299,comment_0,non_debt,-,This is also a problem with camel-jetty
Camel,CAMEL-11299,description,non_debt,-,"Camel does not generating the options answer for all routes defined using component servlet, ex: For /v1/customers the request OPTIONS return 200 OK but for /v1/customers/1 the request OPTIONS return 404 not found."
Camel,CAMEL-11299,summary,non_debt,-,Camel Rest DSL Does Not Creating OPTIONS routes for defined routes
Camel,CAMEL-112,comment_0,non_debt,-,See test case
Camel,CAMEL-112,description,non_debt,-,See thread:
Camel,CAMEL-112,summary,non_debt,-,JMSXGroupID is not copied across ActiveMQ endpoints
Camel,CAMEL-1138,comment_0,non_debt,-,This is *fixed in 2.0* as we have removed all this troublesome code. For 1.5.1 I suggest to replace the noopMap with the LRUCahce Map so it keeps up till 1000 files and nothing more.
Camel,CAMEL-1138,comment_1,design_debt,non-optimal_design,These maps is part of some code logic to determine if the file has been changed using timestamp and filesize checks. All this code has been @deprecated and removed in 2.0. It leads to unexpected behavior and is hard to test. And shouldn't generally be used. If you use file connectivity then you should either delete or move files after they are processed and not keep then around. As a fix for this in 1.5.1 I have added the LRUCache so the maps will contain at most 1000 elements.
Camel,CAMEL-1138,comment_3,non_debt,-,Hadrian is the current quick fix okay?
Camel,CAMEL-1138,comment_4,design_debt,non-optimal_design,"I think so. It actually solves the leak problem. The side effect is that if a file is not moved/renamed after 1000 other entries/files it will disappear from the lru cache and look new again and get reprocessed, which may also lead to an infinite loop (that would make another one of those 1000+ files new/out of cache, and so on). However I don't think this scenario is a valid one as it has other flaws, such as the fact that the state is lost after a camel restart, so files would get processed again in that case too (a comment in the code mentions that, actually). I would add a warn in the wiki that not renaming/moving files is a dangerous scenario and should not be used."
Camel,CAMEL-1138,comment_5,non_debt,-,I think we can close this issue.
Camel,CAMEL-1138,description,code_debt,low_quality_code,"Using a memory profiler, we've identified what appears to be a substantial memory leak in FileConsumer in Camel 1.5.0. It appears that the noopMap is constantly having items added to it, but nothing performs a remove on it when the file is consumed. This causes a very large amount of string data to be accumulated in the heap. In our application, this was a leak of several hundred megabytes and is a showstopper. Considering the apparent severity of this issue, it would really be nice if a fix could be incorporated into a 1.5.1 version."
Camel,CAMEL-1138,summary,code_debt,low_quality_code,Memory leak in FileConsumer
Camel,CAMEL-11403,comment_2,non_debt,-,Looks like I was mixed up in my dev branch where I was using the cxf-http-underdow instead of cxf-http-jetty... no issue :)
Camel,CAMEL-11403,description,non_debt,-,Due to an upgrade of htmlunit and jetty versions we now get the following errors when installing the camel-linkedin feature: AND Other features install fine because they directly depend on the jetty feature.
Camel,CAMEL-11403,summary,non_debt,-,Karaf feature camel-linkedin fails
Camel,CAMEL-11408,comment_0,documentation_debt,outdated_documentation,"The component docs are in adoc files with the source code - the wiki is dead so don't update there. Make sure to fix/update in adoc, and if you want you can do wiki too. But wiki only changes will be lost in the future when wiki is discarded completely"
Camel,CAMEL-11408,description,documentation_debt,low_quality_documentation,"On page the section ""Sample when using OSGi"" is missing the code snippets. Can these examples be put back in and, if possible, be verified? Thanks much!"
Camel,CAMEL-11408,summary,non_debt,-,Camel Servlet Web Page
Camel,CAMEL-11417,description,non_debt,-,It seem to be a small issue in tab completion of Karaf command The allowed argument for this command is context but currently it auto completes the routes.
Camel,CAMEL-11417,summary,non_debt,-,route-reset-stats completion issue
Camel,CAMEL-1143,comment_0,non_debt,-,applied the patch into trunk and camel-1.x branch.
Camel,CAMEL-1143,comment_1,non_debt,-,Closing 2.0m1 tickets
Camel,CAMEL-1143,description,non_debt,-,It's GA now so Williem could you upgrade our integration to use the GA version
Camel,CAMEL-1143,summary,non_debt,-,Upgrade to Spring Integration 1.0 GA
Camel,CAMEL-11504,comment_0,non_debt,-,Would be good to add it to the website build as a script in the and also so it can be run from the build to
Camel,CAMEL-11504,comment_1,non_debt,-,Not sure what is the state of the art tool for checking links these days...
Camel,CAMEL-11504,comment_2,non_debt,-,We could use: Thoughts ?
Camel,CAMEL-11504,comment_3,test_debt,lack_of_tests,That could be a good start and an easy way to fix broken links we have currently. I was hoping that we might have a build-time tool/integration with a tool to check for links. I think that would be useful for PR jobs (when those get fixed).
Camel,CAMEL-11504,comment_4,non_debt,-,I see that there is a maven plugin to check link and generate a report : I can try to use it to see if it make sense.
Camel,CAMEL-11504,comment_5,non_debt,-,"please do, I think it'll require a Maven project, and we don't have one in {{camel-website}}, also I'm not sure how tied that plugin is to Maven site generation. I don't wan't to discourage you, anything that gives us a failure and a list of pages and links that are broken will work."
Camel,CAMEL-11504,comment_6,non_debt,-,"Oh yes you're right, using a maven plugin is not a good idea, I will search another solution."
Camel,CAMEL-11504,comment_7,non_debt,-,We can now run the link checker via {{yarn run check}}.
Camel,CAMEL-11504,description,documentation_debt,low_quality_documentation,"We should be accessible and there should be no broken pages in the website, to do that we should incorporate"
Camel,CAMEL-11504,summary,non_debt,-,Add link checker
Camel,CAMEL-11524,comment_0,code_debt,low_quality_code,"No there is not, your workaround is to not use $ in the file name, which also is a bad habit to do so. The source code needs to be patched where you need to quote the file name in the GenericFileEndpoint method via You are welcome to work on a github PR to fix this"
Camel,CAMEL-11524,comment_1,code_debt,low_quality_code,"Hi Claus Thanks for the response. The source of the '$' is Ola Hallengren's SQL maintenance script and that in turn is escaping a '\' in a database engine name. It seems like a better idea to fix the Camel code and make it more robust. I will look into providing a patch for this. Regards, Saycat"
Camel,CAMEL-11524,description,non_debt,-,"I have running a blueprint file with a camel context that has the following: This causes Camel to throw the following exception when I receive files with names of the following form: Most likely the '$' in the name is the problem. Is there any way to escape it? Thanks, Saycat"
